id,date,title,description,buyer,product_url,download_page_url,download_url,branded_product_url,branded_support_url,branded_support_intent_url,public_support_page_url,pay_what_you_can_url,external_support_destination,utm_source,utm_medium,utm_campaign,utm_content,suggested_support_tiers,support_connected,store_connected,fulfillment,checkout_boundary
daily-autodigital-shelf:2026-05-16-link-in-bio-audit,2026-05-16,Link-in-Bio Audit,A simple audit sheet for checking whether a public profile points visitors to one useful action.,Creators and small sellers whose public links do not clearly route visitors.,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-16-link-in-bio-audit/,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-16-link-in-bio-audit.html,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-16-link-in-bio-audit.zip,https://www.calmsprout.com/daily-shelf/products/2026-05-16-link-in-bio-audit,https://www.calmsprout.com/daily-shelf/products/2026-05-16-link-in-bio-audit/support,https://www.calmsprout.com/daily-shelf/products/2026-05-16-link-in-bio-audit/support/go,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://gift.calmsprout.com,calmsprout,daily_shelf,product_support,2026-05-16-link-in-bio-audit,"$3 Small thank-you: A light support nudge for one useful worksheet. | $9 Bundle supporter: A fair support level for the starter archive. | $21 Keep it running: Helps keep daily publishing, hosting, and maintenance alive.",True,False,public digital download with voluntary external support,Product checkout is not connected. Downloads remain public and support is voluntary.
daily-autodigital-shelf:2026-05-15-focus-menu,2026-05-15,Focus Menu Builder,"A menu of low, medium, and high energy task options for days when planning from scratch is too expensive.",People who need usable work choices that adapt to uneven energy.,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-15-focus-menu/,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-15-focus-menu.html,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-15-focus-menu.zip,https://www.calmsprout.com/daily-shelf/products/2026-05-15-focus-menu,https://www.calmsprout.com/daily-shelf/products/2026-05-15-focus-menu/support,https://www.calmsprout.com/daily-shelf/products/2026-05-15-focus-menu/support/go,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://gift.calmsprout.com,calmsprout,daily_shelf,product_support,2026-05-15-focus-menu,"$3 Small thank-you: A light support nudge for one useful worksheet. | $9 Bundle supporter: A fair support level for the starter archive. | $21 Keep it running: Helps keep daily publishing, hosting, and maintenance alive.",True,False,public digital download with voluntary external support,Product checkout is not connected. Downloads remain public and support is voluntary.
daily-autodigital-shelf:2026-05-14-store-import-prep,2026-05-14,Store Import Prep Sheet,"A worksheet for gathering product title, description, price hint, tags, and delivery files before using a store platform.","Digital sellers preparing listings for Payhip, Gumroad, Etsy-style shops, or similar platforms.",https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-14-store-import-prep/,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-14-store-import-prep.html,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-14-store-import-prep.zip,https://www.calmsprout.com/daily-shelf/products/2026-05-14-store-import-prep,https://www.calmsprout.com/daily-shelf/products/2026-05-14-store-import-prep/support,https://www.calmsprout.com/daily-shelf/products/2026-05-14-store-import-prep/support/go,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://gift.calmsprout.com,calmsprout,daily_shelf,product_support,2026-05-14-store-import-prep,"$3 Small thank-you: A light support nudge for one useful worksheet. | $9 Bundle supporter: A fair support level for the starter archive. | $21 Keep it running: Helps keep daily publishing, hosting, and maintenance alive.",True,False,public digital download with voluntary external support,Product checkout is not connected. Downloads remain public and support is voluntary.
daily-autodigital-shelf:2026-05-13-two-hour-workblock,2026-05-13,Two-Hour Workblock Planner,"A compact planning sheet for choosing one outcome, one timer, and one shutdown note.",People who need a bounded work session that does not expand into the whole day.,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-13-two-hour-workblock/,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-13-two-hour-workblock.html,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-13-two-hour-workblock.zip,https://www.calmsprout.com/daily-shelf/products/2026-05-13-two-hour-workblock,https://www.calmsprout.com/daily-shelf/products/2026-05-13-two-hour-workblock/support,https://www.calmsprout.com/daily-shelf/products/2026-05-13-two-hour-workblock/support/go,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://gift.calmsprout.com,calmsprout,daily_shelf,product_support,2026-05-13-two-hour-workblock,"$3 Small thank-you: A light support nudge for one useful worksheet. | $9 Bundle supporter: A fair support level for the starter archive. | $21 Keep it running: Helps keep daily publishing, hosting, and maintenance alive.",True,False,public digital download with voluntary external support,Product checkout is not connected. Downloads remain public and support is voluntary.
daily-autodigital-shelf:2026-05-12-simple-order-form,2026-05-12,Simple Order Form Draft,A draft sheet for designing a small order or request form before building it online.,Small sellers and service providers who need a clear order form before platform setup.,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-12-simple-order-form/,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-12-simple-order-form.html,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-12-simple-order-form.zip,https://www.calmsprout.com/daily-shelf/products/2026-05-12-simple-order-form,https://www.calmsprout.com/daily-shelf/products/2026-05-12-simple-order-form/support,https://www.calmsprout.com/daily-shelf/products/2026-05-12-simple-order-form/support/go,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://gift.calmsprout.com,calmsprout,daily_shelf,product_support,2026-05-12-simple-order-form,"$3 Small thank-you: A light support nudge for one useful worksheet. | $9 Bundle supporter: A fair support level for the starter archive. | $21 Keep it running: Helps keep daily publishing, hosting, and maintenance alive.",True,False,public digital download with voluntary external support,Product checkout is not connected. Downloads remain public and support is voluntary.
daily-autodigital-shelf:2026-05-11-daily-proof-log,2026-05-11,Daily Proof Log,A receipt-style log for recording visible proof of work without overexplaining the whole day.,"Solo workers who need evidence of progress for themselves, clients, or future handoff.",https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-11-daily-proof-log/,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-11-daily-proof-log.html,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-11-daily-proof-log.zip,https://www.calmsprout.com/daily-shelf/products/2026-05-11-daily-proof-log,https://www.calmsprout.com/daily-shelf/products/2026-05-11-daily-proof-log/support,https://www.calmsprout.com/daily-shelf/products/2026-05-11-daily-proof-log/support/go,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://gift.calmsprout.com,calmsprout,daily_shelf,product_support,2026-05-11-daily-proof-log,"$3 Small thank-you: A light support nudge for one useful worksheet. | $9 Bundle supporter: A fair support level for the starter archive. | $21 Keep it running: Helps keep daily publishing, hosting, and maintenance alive.",True,False,public digital download with voluntary external support,Product checkout is not connected. Downloads remain public and support is voluntary.
daily-autodigital-shelf:2026-05-10-project-rescue-map,2026-05-10,Project Rescue Map,"A one-page map for rescuing a messy project by separating assets, blockers, risks, and next moves.",Builders and operators who need to recover a project without starting over.,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-10-project-rescue-map/,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-10-project-rescue-map.html,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-10-project-rescue-map.zip,https://www.calmsprout.com/daily-shelf/products/2026-05-10-project-rescue-map,https://www.calmsprout.com/daily-shelf/products/2026-05-10-project-rescue-map/support,https://www.calmsprout.com/daily-shelf/products/2026-05-10-project-rescue-map/support/go,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://gift.calmsprout.com,calmsprout,daily_shelf,product_support,2026-05-10-project-rescue-map,"$3 Small thank-you: A light support nudge for one useful worksheet. | $9 Bundle supporter: A fair support level for the starter archive. | $21 Keep it running: Helps keep daily publishing, hosting, and maintenance alive.",True,False,public digital download with voluntary external support,Product checkout is not connected. Downloads remain public and support is voluntary.
daily-autodigital-shelf:2026-05-09-email-triage,2026-05-09,Email Triage Sprint,A 15-minute inbox worksheet for finding the few messages that actually need action.,People who avoid inboxes because every message feels equally urgent.,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-09-email-triage/,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-09-email-triage.html,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-09-email-triage.zip,https://www.calmsprout.com/daily-shelf/products/2026-05-09-email-triage,https://www.calmsprout.com/daily-shelf/products/2026-05-09-email-triage/support,https://www.calmsprout.com/daily-shelf/products/2026-05-09-email-triage/support/go,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://gift.calmsprout.com,calmsprout,daily_shelf,product_support,2026-05-09-email-triage,"$3 Small thank-you: A light support nudge for one useful worksheet. | $9 Bundle supporter: A fair support level for the starter archive. | $21 Keep it running: Helps keep daily publishing, hosting, and maintenance alive.",True,False,public digital download with voluntary external support,Product checkout is not connected. Downloads remain public and support is voluntary.
daily-autodigital-shelf:2026-05-08-decision-parking-lot,2026-05-08,Decision Parking Lot,A worksheet for parking unresolved decisions so they stop interrupting the current task.,People who get pulled away by unresolved choices and need a simple holding place.,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-08-decision-parking-lot/,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-08-decision-parking-lot.html,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-08-decision-parking-lot.zip,https://www.calmsprout.com/daily-shelf/products/2026-05-08-decision-parking-lot,https://www.calmsprout.com/daily-shelf/products/2026-05-08-decision-parking-lot/support,https://www.calmsprout.com/daily-shelf/products/2026-05-08-decision-parking-lot/support/go,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://gift.calmsprout.com,calmsprout,daily_shelf,product_support,2026-05-08-decision-parking-lot,"$3 Small thank-you: A light support nudge for one useful worksheet. | $9 Bundle supporter: A fair support level for the starter archive. | $21 Keep it running: Helps keep daily publishing, hosting, and maintenance alive.",True,False,public digital download with voluntary external support,Product checkout is not connected. Downloads remain public and support is voluntary.
daily-autodigital-shelf:2026-05-07-tiny-launch-checklist,2026-05-07,Tiny Launch Checklist,"A compact launch checklist for publishing a small page, pack, or offer without waiting for perfect.",People with useful work stuck in draft mode who need a small publish path.,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-07-tiny-launch-checklist/,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-07-tiny-launch-checklist.html,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-07-tiny-launch-checklist.zip,https://www.calmsprout.com/daily-shelf/products/2026-05-07-tiny-launch-checklist,https://www.calmsprout.com/daily-shelf/products/2026-05-07-tiny-launch-checklist/support,https://www.calmsprout.com/daily-shelf/products/2026-05-07-tiny-launch-checklist/support/go,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://gift.calmsprout.com,calmsprout,daily_shelf,product_support,2026-05-07-tiny-launch-checklist,"$3 Small thank-you: A light support nudge for one useful worksheet. | $9 Bundle supporter: A fair support level for the starter archive. | $21 Keep it running: Helps keep daily publishing, hosting, and maintenance alive.",True,False,public digital download with voluntary external support,Product checkout is not connected. Downloads remain public and support is voluntary.
daily-autodigital-shelf:2026-05-06-micro-offer-pricing,2026-05-06,Micro Offer Pricing Sheet,A simple worksheet for pricing a small digital or service offer without pretending the market is guaranteed.,Creators and service providers turning a small repeatable outcome into an offer.,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-06-micro-offer-pricing/,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-06-micro-offer-pricing.html,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-06-micro-offer-pricing.zip,https://www.calmsprout.com/daily-shelf/products/2026-05-06-micro-offer-pricing,https://www.calmsprout.com/daily-shelf/products/2026-05-06-micro-offer-pricing/support,https://www.calmsprout.com/daily-shelf/products/2026-05-06-micro-offer-pricing/support/go,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://gift.calmsprout.com,calmsprout,daily_shelf,product_support,2026-05-06-micro-offer-pricing,"$3 Small thank-you: A light support nudge for one useful worksheet. | $9 Bundle supporter: A fair support level for the starter archive. | $21 Keep it running: Helps keep daily publishing, hosting, and maintenance alive.",True,False,public digital download with voluntary external support,Product checkout is not connected. Downloads remain public and support is voluntary.
daily-autodigital-shelf:2026-05-05-weekly-reset,2026-05-05,Weekly Reset Board,"A printable reset board for tasks, bills, errands, and loose ends that need one weekly review.",Busy households and solo workers who need one visible weekly reset page.,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-05-weekly-reset/,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-05-weekly-reset.html,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-05-weekly-reset.zip,https://www.calmsprout.com/daily-shelf/products/2026-05-05-weekly-reset,https://www.calmsprout.com/daily-shelf/products/2026-05-05-weekly-reset/support,https://www.calmsprout.com/daily-shelf/products/2026-05-05-weekly-reset/support/go,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://gift.calmsprout.com,calmsprout,daily_shelf,product_support,2026-05-05-weekly-reset,"$3 Small thank-you: A light support nudge for one useful worksheet. | $9 Bundle supporter: A fair support level for the starter archive. | $21 Keep it running: Helps keep daily publishing, hosting, and maintenance alive.",True,False,public digital download with voluntary external support,Product checkout is not connected. Downloads remain public and support is voluntary.
